uuid,code_menage,nom_chef,commune,date_enquete,enqueteur,satisfaction,delai_reception_jours,montant_recu_htg,utilisation_principale,connait_mecanisme_plainte,score_fcs,score_rcsi,telephone,gps_latitude,gps_longitude,duree_entretien_min
uuid:000138-acted,MEN-00401,Etienne,Dessalines,2026-02-24,ENQ04 Wisly Dorvil,1,8,12000,Nourriture,oui,37.0,12,+50943127970,18.70819,-72.53461,35
uuid:000119-acted,MEN-00883,Belizaire,Port-au-Prince,28/11/2025,ENQ01 Mirlande Delva,4,0,6750,Sante,oui,33.9,7,+50942711709,19.72779,-73.07118,44
uuid:000553-acted,MEN-00174,Cadet,Gros-Morne,2026-03-24,ENQ05 Nadege Augustin,4,7,6000,Nourriture,non,20.9,11,+50944967142,19.48073,-73.08243,20
uuid:000241-acted-bis,MEN-00705,Cheri,Leogane,2026-01-02,ENQ05 Nadege Augustin,3,10,6000,Nourriture,oui,44.9,13,+50933064382,18.49368,-73.31397,17
uuid:000566-acted,MEN-00470,Cadet,Port-au-Prince,2026-03-20,ENQ01 Mirlande Delva,3,8,12000,Sante,non,40.3,10,+50933928440,18.9771,-72.72117,22
uuid:000468-acted,MEN-00786,Augustin,St-Marc,2026-01-10,ENQ06 Josue Belizaire,N/A,20,6000,Education,oui,58.2,4,+50947528242,19.00844,-72.05101,22
uuid:000229-acted,MEN-00551,Lherisson,Mirebalais,2025-09-04,ENQ05 Nadege Augustin,3,0,9000,Nourriture,oui,43.8,12,+50937082527,18.40703,-72.75233,38
uuid:000496-acted,MEN-00772,Charles,Gros-Morne,2025-12-24,ENQ02 Kervens Sanon,4,12,12000,Logement,oui,44.0,10,+50944880729,18.99378,-72.34193,18
uuid:000528-acted,MEN-00882,Saint-Fleur,Verrettes,2025-12-08,ENQ01 Mirlande Delva,3,9,12000,Nourriture,oui,40.3,17,3712-4498,19.6617,-73.57606,27
uuid:000285-acted,MEN-00910,Michel,Leogane,2026-02-20,ENQ04 Wisly Dorvil,4,17,7500,Education,oui,43.1,24,+50945707596,19.6438,-73.26975,23
uuid:000386-acted,MEN-00696,Alexis,Verrettes,2025-12-11,ENQ05 Nadege Augustin,4,12,6000,Education,oui,33.6,20,+50931938006,19.43159,-73.0151,26
uuid:000311-acted-bis,MEN-00633,Duverger,SAINT MARC,14/01/2026,ENQ02 Kervens Sanon,4,0,12000,Education,oui,41.3,19,+50934012877,19.32075,-73.36983,21
uuid:000262-acted,MEN-00827,Jean-Baptiste,Croix-des-Bouquets,2026-02-18,ENQ04 Wisly Dorvil,2,16,6000,Education,oui,49.2,8,+50942336043,19.55023,-72.70352,35
uuid:000339-acted,MEN-01121,Jean-Baptiste,Cap-Haitien,22/10/2025,ENQ03 Fabiola Cheri,5,7,12000,Nourriture,oui,66.7,16,+50932530416,19.32887,-73.2949,34
uuid:000162-acted,MEN-01207,MOISE,Port-au-Prince,19/02/2026,ENQ06 Josue Belizaire,4,7,12000,Agriculture,oui,14.5,1,+50933838187,19.22133,-72.83707,40
uuid:000025-acted,MEN-00379,Desir,Mirebalais,2026-02-06,ENQ02 Kervens Sanon,4,0,9000,Nourriture,oui,48.9,11,+50931761095,18.73199,-74.12476,39
uuid:000291-acted,MEN-00504,Charles,Mirebalais,2026-02-04,ENQ03 Fabiola Cheri,5,12,6000,Nourriture,non,56.7,27,+50934830759,19.21973,-74.14238,35
uuid:000133-acted,MEN-00357,Estime,Mirebalais,2026-03-11,ENQ04 Wisly Dorvil,4,6,4250,Nourriture,oui,27.5,28,+50947462340,19.04938,-73.98692,46
uuid:000485-acted,MEN-00118,Estime,Cap-Haitien,2026-02-18,ENQ06 Josue Belizaire,4,13,7500,Education,non,54.2,16,+50944986686,18.63107,-72.7301,37
uuid:000122-acted,MEN-00556,Jean-Baptiste,Cap-Haitien,2025-12-22,ENQ06 Josue Belizaire,3,7,9000,Nourriture,non,52.0,16,+50934014150,18.9209,-72.26184,26
uuid:000008-acted,MEN-00761,Augustin,Leogane,2026-01-03,ENQ02 Kervens Sanon,3,9,9000,Nourriture,oui,23.3,17,+50943134200,18.8186,-73.26591,30
uuid:000511-acted,MEN-00930,Noel,Leogane,2025-10-25,ENQ06 Josue Belizaire,5,7,9000,Nourriture,non,34.8,14,+50948028765,19.34668,-72.43115,17
uuid:000231-acted,MEN-00463,Saint-Fleur,Cap-Haitien,2025-09-04,ENQ02 Kervens Sanon,3,0,6000,Nourriture,non,27.6,15,+50935375171,19.70002,-73.16071,19
uuid:000348-acted,MEN-00465,Toussaint,Gros-Morne,2026-01-15,ENQ04 Wisly Dorvil,5,6,9000,Sante,non,45.8,24,3712-4498,19.06996,-73.69846,37
uuid:000355-acted,MEN-01173,Augustin,Mirebalais,2025-10-03,ENQ06 Josue Belizaire,5,3,7500,Sante,oui,22.8,10,+50948838700,18.82202,-73.24987,28
uuid:000021-acted,MEN-00034,Cheri,Dessaline,2025-10-24,ENQ01 Mirlande Delva,4,7,6000,Agriculture,oui,26.4,7,+50939843103,18.96995,-72.27974,33
uuid:000325-acted,MEN-01187,Sanon,DESSALINES,2026-01-03,ENQ01 Mirlande Delva,2,1,7500,Sante,non,35.9,13,+50933203117,19.45169,-73.58645,34
uuid:000369-acted,MEN-00541,Lherisson,Leogane,03-21-2026,ENQ01 Mirlande Delva,4,12,7500,Nourriture,non,36.5,7,50937,19.22059,-73.99474,34
uuid:000029-acted,MEN-00683,Pierre,Cap-Haitien,2026-01-02,ENQ05 Nadege Augustin,4,17,7500,Dette,non,38.7,14,+50948039651,19.6073,-73.59749,31
uuid:000175-acted,MEN-00185,Fils-Aime,Gros-Morne,2026-03-23,ENQ06 Josue Belizaire,4,7,9000,Logement,non,37.1,9,+50935055484,19.67327,-74.18091,17
uuid:000114-acted,MEN-00381,Saint-Fleur,Leogane,2025-09-18,ENQ01 Mirlande Delva,4,19,9000,Autre,oui,36.8,20,+50939148767,19.03386,-73.06611,42
uuid:000179-acted,MEN-01060,Desir,Mirebalais,2026-01-01,ENQ06 Josue Belizaire,3,4,6000,Sante,oui,38.6,13,+50949405023,19.08856,-73.63541,8
uuid:000146-acted,MEN-00089,Desir,Port-au-Prince,2026-01-17,ENQ02 Kervens Sanon,3,6,8750,Sante,oui,41.9,13,+50947099622,,,24
uuid:000031-acted,MEN-00060,Delva,Mirebalais,25/10/2025,ENQ06 Josue Belizaire,3,12,12000,Nourriture,non,23.8,18,+50944723899,18.729,-72.68976,29
uuid:000235-acted,MEN-00065,Alexis,Gros-Morne,2026-03-28,ENQ06 Josue Belizaire,3,2,6000,Nourriture,oui,27.9,5,+50948389356,18.89524,-72.41189,34
uuid:000020-acted,MEN-00155,Toussaint,Dessalines,2025-10-26,ENQ01 Mirlande Delva,4,8,12000,Nourriture,non,33.8,15,+50944726643,18.96039,-72.00007,41
uuid:000330-acted,MEN-01192,Duverger,Mirebalais,2025-09-07,ENQ03 Fabiola Cheri,3,16,12000,Nourriture,oui,46.3,7,+50941947858,18.54778,-74.0634,30
uuid:000523-acted,MEN-00384,Delva,Cap-Haitien,2025-11-02,ENQ03 Fabiola Cheri,5,5,9000,Nourriture,non,35.2,6,+50939515316,19.41046,-73.72782,29
uuid:000030-acted,MEN-00878,Georges,SAINT MARC,2025-12-31,ENQ06 Josue Belizaire,2,1,7500,Nourriture,non,43.3,23,+50932391897,19.47902,-73.59236,31
uuid:000191-acted,MEN-01099,Augustin,Mirebalais,2025-10-26,ENQ04 Wisly Dorvil,3,0,7500,Nourriture,oui,40.4,18,+50939818258,19.76771,-72.8357,25
uuid:000267-acted,MEN-00653,Augustin,Port-au-Prince,2026-02-01,ENQ03 Fabiola Cheri,5,6,7500,Nourriture,non,23.6,25,+50939463025,18.96707,-72.9864,18
uuid:000040-acted,MEN-00391,Joseph,Leogane,2026-02-15,ENQ01 Mirlande Delva,5,11,12000,Dette,non,39.0,9,n/a,18.60508,-72.12276,26
uuid:000289-acted,MEN-00069,Georges,Verrettes,2026-03-17,ENQ05 Nadege Augustin,5,2,7500,Nourriture,oui,30.5,12,+50932376601,18.42497,-72.90924,8
uuid:000466-acted,MEN-00931,Joseph,Verrettes,2026-01-21,ENQ02 Kervens Sanon,5,9,7500,Nourriture,oui,40.4,25,+50940940414,18.5128,-73.83355,21
uuid:000176-acted,MEN-00356,Charles,Leogane,2025-11-10,ENQ02 Kervens Sanon,3,6,6000,Education,oui,52.8,3,+50933694614,19.48388,-73.41277,24
uuid:000362-acted,MEN-01076,Delva,Leogane,2026-02-02,ENQ03 Fabiola Cheri,4,6,7500,Autre,non,46.9,10,+50949635978,18.72668,-73.51224,24
uuid:000177-acted,MEN-00243,Cheri,Verrettes,2025-11-13,ENQ02 Kervens Sanon,4,12,7500,Education,oui,36.6,18,+50942031031,18.51812,-72.41352,31
uuid:000232-acted-bis,MEN-00378,Cadet,St-Marc,2025-09-04,ENQ04 Wisly Dorvil,4,13,12000,Sante,oui,39.1,25,+50948778757,18.77537,-74.08154,35
uuid:000042-acted,MEN-00008,Duverger,Croix-des-Bouquets,2026-02-02,ENQ02 Kervens Sanon,4,11,6000,Dette,oui,43.0,18,+50936736967,19.56411,-72.63388,32
uuid:000113-acted,MEN-00427,Louis,Cap-Haitien,05/02/2026,ENQ03 Fabiola Cheri,3,12,6000,Dette,oui,41.0,10,+50938734291,18.84496,-73.64376,24
uuid:000435-acted,MEN-00833,Augustin,Verrettes,2025-09-29,ENQ06 Josue Belizaire,4,3,6000,Sante,non,37.5,30,+50942322180,19.46771,-72.3439,25
uuid:000407-acted,MEN-00904,Cheri,Port-au-Prince,2026-01-30,ENQ01 Mirlande Delva,4,5,12000,Sante,oui,34.6,5,+50947477113,19.18699,-74.07679,12
uuid:000433-acted,MEN-01026,Charles,Croix-des-Bouquets,2026-02-07,ENQ04 Wisly Dorvil,3,10,6000,Nourriture,non,18.5,20,+50943653286,18.70056,-73.2275,21
uuid:000563-acted-bis,MEN-00038,Saint-Fleur,Leogane,2026-03-24,ENQ06 Josue Belizaire,4,12,6000,Nourriture,oui,59.1,25,+50936551662,19.71611,-73.49901,26
uuid:000106-acted,MEN-00835,Charles,Croix-des-Bouquets,2025-10-21,ENQ01 Mirlande Delva,4,17,9000,Nourriture,oui,49.3,11,+50939755923,18.71802,-73.51663,28
uuid:000488-acted,MEN-01115,Cheri,Port-au-Prince,2025-10-15,ENQ03 Fabiola Cheri,1,9,6000,Nourriture,oui,17.7,31,+50942457896,19.44377,-72.32425,31
uuid:000431-acted,MEN-00479,Duverger,Cap-Haitien,2026-03-03,ENQ04 Wisly Dorvil,5,16,9000,Nourriture,oui,52.0,9,+50936063078,19.08744,-73.76769,25
uuid:000344-acted,MEN-00613,Jean-Baptiste,Cap-Haitien,2025-10-07,ENQ01 Mirlande Delva,4,10,6000,Sante,oui,60.4,21,+50937323407,19.21281,-73.03164,30
uuid:000480-acted,MEN-00718,Cadet,Verrettes,2025-10-04,ENQ01 Mirlande Delva,4,7,12000,Nourriture,oui,41.1,7,+50938827267,19.19304,-74.06719,23
uuid:000060-acted,MEN-00536,Casseus,SAINT MARC,2025-12-08,ENQ03 Fabiola Cheri,4,1,6000,Sante,oui,42.9,3,+50940519061,19.56071,-73.66534,28
uuid:000109-acted,MEN-01103,Georges,Leogane,28/09/2025,ENQ04 Wisly Dorvil,4,3,6000,Agriculture,non,63.8,32,+50930228732,19.05189,-73.37633,11
uuid:000255-acted,MEN-00429,Augustin,Leogane,2025-10-27,ENQ03 Fabiola Cheri,3,0,12000,Education,non,43.1,13,+50938206875,19.66539,-74.11581,25
uuid:000043-acted,MEN-00583,Charles,Port-au-Prince,2025-10-26,ENQ04 Wisly Dorvil,2,3,7500,Dette,oui,52.3,7,+50936561847,19.69851,-73.93457,34
uuid:000398-acted,MEN-00023,Michel,Cap-Haitien,2025-11-26,ENQ01 Mirlande Delva,4,8,12000,Nourriture,non,49.9,23,+50948957250,18.46381,-72.29405,43
uuid:000147-acted,MEN-00695,Lafleur,Port-au-Prince,2026-01-10,ENQ02 Kervens Sanon,2,10,6000,Education,oui,38.3,8,+50933051029,19.0019,-72.17372,26
uuid:000381-acted,MEN-00865,Dorvil,Leogane,2026-03-12,ENQ02 Kervens Sanon,ND,14,7500,Logement,non,34.0,20,+50945559234,18.97931,-72.95213,38
uuid:000272-acted,MEN-00821,Duverger,DESSALINES,2026-01-07,ENQ01 Mirlande Delva,4,7,7500,Nourriture,non,36.4,17,+50943649324,19.56498,-72.60024,20
uuid:000239-acted,MEN-00051,Moise,Gonaïves,2025-11-06,ENQ02 Kervens Sanon,4,3,9000,Nourriture,oui,38.2,25,+50940147651,19.13268,-73.78772,38
uuid:000251-acted,MEN-00555,Beauvoir,Port-au-Prince,2025-11-26,ENQ01 Mirlande Delva,3,9,12000,Sante,oui,27.4,9,+50947448516,18.67182,-72.35824,26
uuid:000364-acted,MEN-01038,Delva,Port-au-Prince,2025-09-23,ENQ06 Josue Belizaire,2,16,12000,Sante,oui,34.0,15,+50944968105,19.00036,-72.81311,13
uuid:000149-acted,MEN-01138,Casseus,Mirebalais,2025-12-26,ENQ03 Fabiola Cheri,4,9,12000,Sante,oui,14.9,11,+50946351841,18.45119,-73.91088,20
uuid:000314-acted,MEN-00246,Jean-Baptiste,Gros-Morne,2026-03-28,ENQ02 Kervens Sanon,4,13,"9,000",Agriculture,non,46.3,8,+50934174394,19.29018,-73.51525,33
uuid:000234-acted,MEN-00457,Joseph,Mirebalais,2025-12-31,ENQ02 Kervens Sanon,5,16,12000,Nourriture,non,40.7,15,+50934099561,19.26418,-73.62279,32
uuid:000273-acted,MEN-00161,Duverger,Croix-des-Bouquets,2026-01-10,ENQ05 Nadege Augustin,4,9,12000,Logement,oui,35.9,20,3712-4498,18.96905,-73.60115,37
uuid:000108-acted,MEN-00264,Casseus,Gros-Morne,2026-03-17,ENQ04 Wisly Dorvil,5,8,7000,Sante,non,999,5,+50947008599,19.38199,-72.13191,38
uuid:000301-acted,MEN-00193,Duverger,St-Marc,2026-02-24,ENQ05 Nadege Augustin,3,11,7500,Nourriture,oui,33.4,7,3712-4498,,,32
uuid:000073-acted,MEN-00383,Beauvoir,Gros-Morne,2025-12-04,ENQ02 Kervens Sanon,3,7,9000,Sante,non,23.4,10,+50942190244,18.83273,-73.26809,21
uuid:000055-acted,MEN-01135,Sanon,Mirebalais,2025-12-19,ENQ05 Nadege Augustin,N/A,6,12000,Nourriture,oui,38.3,10,+50933952617,18.76162,-73.60805,27
uuid:000286-acted,MEN-00312,Dorvil,Gonaïves,2025-09-25,ENQ04 Wisly Dorvil,4,9,12000,Dette,oui,41.0,15,+50946725728,18.72009,-72.71,28
uuid:000430-acted,MEN-00643,Lafleur,Dessalines,2026-02-23,ENQ01 Mirlande Delva,3,9,12000,Agriculture,non,42.2,13,+50940329442,19.67088,-73.10598,27
uuid:000271-acted,MEN-00801,Saint-Fleur,Gros-Morne,2025-09-21,ENQ04 Wisly Dorvil,4,8,9000,Nourriture,oui,17.0,29,+50930421435,19.70451,-73.5241,34
uuid:000503-acted,MEN-01040,Jean-Baptiste,Port-au-Prince,07/12/2025,ENQ06 Josue Belizaire,4,15,12000,Nourriture,oui,26.2,18,+50945647682,19.02221,-73.28707,32
uuid:000529-acted,MEN-00416,Cheri,Croix-des-Bouquets,2025-09-16,ENQ01 Mirlande Delva,4,8,6000,Nourriture,oui,47.7,22,+50937069717,18.52752,-72.54424,29
uuid:000204-acted,MEN-00500,Lafleur,Mirebalais,2025-11-12,ENQ03 Fabiola Cheri,4,11,6000,Logement,non,79.9,9,+50944500804,18.53862,-72.21525,22
uuid:000256-acted,MEN-00778,Jean-Baptiste,Cap-Haitien,2025-12-01,ENQ04 Wisly Dorvil,5,0,12000,Education,oui,31.5,15,+50945849761,18.99631,-74.18784,28
uuid:000083-acted-bis,MEN-01213,Cheri,Leogane,2025-10-14,ENQ01 Mirlande Delva,4,2,12000,Logement,oui,31.8,11,+50942791099,19.70347,-72.13604,2
uuid:000423-acted,MEN-00642,Cadet,Croix-des-Bouquets,2025-12-15,ENQ02 Kervens Sanon,4,18,12000,Agriculture,non,18.9,9,+50932991418,19.13385,-72.12005,19
uuid:000538-acted,MEN-00783,Delva,Leogane,2026-01-10,ENQ06 Josue Belizaire,4,9,6000,Nourriture,oui,47.0,32,+50941977263,18.57475,-72.49073,15
uuid:000295-acted,MEN-01216,LAFLEUR,Dessalines,2025-11-02,ENQ01 Mirlande Delva,3,8,4250,Nourriture,oui,41.7,20,+50940329442,19.47277,-73.59322,28
uuid:000335-acted,MEN-00341,Lafleur,Verrettes,2026-03-22,ENQ04 Wisly Dorvil,4,11,6000,Sante,oui,29.2,17,n/a,18.72008,-74.083,30
uuid:000440-acted,MEN-00355,Pierre,Cap-Haitien,2025-09-06,ENQ04 Wisly Dorvil,3,11,7500,Education,oui,48.2,16,+50941766845,19.45174,-73.21182,45
uuid:000414-acted-bis,MEN-01072,Estime,Port-au-Prince,01-03-2026,ENQ02 Kervens Sanon,3,11,12000,Nourriture,oui,40.5,0,+50945729095,,,35
uuid:000183-acted,MEN-00222,Alexis,Leogane,2025-09-16,ENQ03 Fabiola Cheri,4,7,9000,Sante,non,25.7,19,+50939001168,19.30792,-73.50527,14
uuid:000438-acted,MEN-00002,Noel,GONAIVES,2025-12-22,ENQ04 Wisly Dorvil,ND,9,7500,Nourriture,oui,40.1,14,+50939516848,18.62159,-73.06151,14
uuid:000505-acted,MEN-00221,Dorvil,Cap-Haitien,2026-03-06,ENQ02 Kervens Sanon,5,5,12000,Nourriture,oui,24.9,21,+50933635559,18.83557,-73.24469,18
uuid:000052-acted,MEN-00192,Charles,Leogane,2025-11-28,ENQ02 Kervens Sanon,4,18,6000,Sante,oui,38.5,23,+50936441062,18.99515,-73.18947,32
uuid:000187-acted,MEN-00270,Pierre,Mirebalais,2026-02-18,ENQ03 Fabiola Cheri,4,23,12000,Education,oui,41.4,18,+50947991873,19.32792,-73.35345,22
uuid:000560-acted,MEN-00553,Casseus,Gros-Morne,2026-03-26,ENQ03 Fabiola Cheri,5,16,12000,Nourriture,oui,47.6,9,+50933985294,,,44
uuid:000455-acted,MEN-01108,Michel,Croix-des-Bouquets,2025-10-29,ENQ03 Fabiola Cheri,1,18,6000,Nourriture,non,9.6,20,+50946641700,19.77451,-73.86609,25
uuid:000379-acted,MEN-00058,Cadet,Mirebalais,2026-01-19,ENQ04 Wisly Dorvil,3,9,-,Nourriture,non,40.0,31,+50945144527,18.71625,-72.69812,47
uuid:000531-acted,MEN-00782,Desir,Saint-Marc,2026-01-01,ENQ04 Wisly Dorvil,,11,9000,Nourriture,non,42.7,5,+50937102333,19.54675,-72.75959,37
uuid:000404-acted,MEN-00033,Lafleur,Mirebalais,2026-01-31,ENQ03 Fabiola Cheri,3,7,12000,Logement,non,25.8,12,+50948435929,19.06907,-74.08828,26
uuid:000439-acted,MEN-00408,Noel,gonaives,2025-09-10,ENQ03 Fabiola Cheri,4,6,7500,Nourriture,oui,38.1,14,+50943400672,18.69515,-73.33911,35
uuid:000087-acted,MEN-00950,Augustin,Leogane,2026-02-04,ENQ01 Mirlande Delva,4,12,12000,Agriculture,non,51.2,11,+50947448792,18.6232,-73.04164,31
uuid:000436-acted,MEN-01066,Pierre,Cap-Haitien,2025-11-08,ENQ03 Fabiola Cheri,4,7,5000,Nourriture,oui,30.5,13,+50942765419,18.42856,-72.87867,30
uuid:000197-acted,MEN-00290,Jean-Baptiste,Gros-Morne,2025-10-16,ENQ02 Kervens Sanon,4,3,7500,Sante,oui,49.4,12,+50938290260,19.16236,-72.0213,37
uuid:000337-acted,MEN-01215,Jean-Baptiste,Cap-Haitien,2025-10-09,ENQ01 Mirlande Delva,5,12,12000,Nourriture,oui,47.3,12,+50949168226,19.70444,-72.43753,27
uuid:000006-acted,MEN-01146,Belizaire,Cap-Haitien,2025-09-07,ENQ01 Mirlande Delva,3,0,9000,Nourriture,oui,31.2,24,+50936534306,18.79477,-72.5659,17
uuid:000363-acted,MEN-00325,Lherisson,Port-au-Prince,2026-01-30,ENQ04 Wisly Dorvil,,1,7500,Nourriture,oui,32.8,17,+50939603920,18.63827,-73.34491,39
uuid:000086-acted,MEN-00701,Dorvil,Gonaives,2025-12-07,ENQ02 Kervens Sanon,4,9,9000,Nourriture,oui,26.1,21,+50938237573,,,20
uuid:000090-acted,MEN-00744,Michel,Port-au-Prince,2025-10-20,ENQ01 Mirlande Delva,tres satisfait,5,9000,Sante,oui,54.8,19,+50943467562,19.00722,-73.79521,38
uuid:000318-acted,MEN-00306,Saint-Fleur,gonaives,2026-01-25,ENQ03 Fabiola Cheri,N/A,19,7500,Agriculture,non,43.8,23,+50936684123,19.61677,-72.01567,2
uuid:000035-acted,MEN-00176,Casseus,Mirebalais,2025-10-14,ENQ04 Wisly Dorvil,4,9,9000,Nourriture,oui,28.3,7,+50942154020,19.77891,-73.81094,24
uuid:000036-acted,MEN-00204,Beauvoir,Verrettes,2025-10-19,ENQ06 Josue Belizaire,4,16,6000,Nourriture,non,6.8,28,+50939047719,18.53623,-72.50559,29
uuid:000522-acted,MEN-00136,Beauvoir,Gros-Morne,2026-01-18,ENQ04 Wisly Dorvil,4,8,12000,Nourriture,oui,34.9,9,+50941317202,18.70576,-72.71567,34
uuid:000244-acted,MEN-01031,Moise,Cap-Haitien,2026-03-27,ENQ06 Josue Belizaire,4,0,9000,Sante,oui,38.2,13,+50947937615,18.52338,-72.59752,22
uuid:000512-acted,MEN-00621,Toussaint,Leogane,2026-01-06,ENQ04 Wisly Dorvil,5,3,6000,Sante,oui,45.2,20,+50948067151,18.5065,-72.39429,19
uuid:000472-acted,MEN-00067,Pierre,Gros-Morne,2026-01-22,ENQ02 Kervens Sanon,5,6,9000,Sante,oui,46.4,9,+50940035865,19.60899,-74.12012,0
uuid:000284-acted,MEN-00723,Estime,Port-au-Prince,2026-02-26,ENQ02 Kervens Sanon,3,12,12000,Nourriture,non,27.6,1,+50948017844,18.91033,-74.04927,39
uuid:000237-acted,MEN-00257,Etienne,Mirebalais,2025-10-05,ENQ01 Mirlande Delva,3,15,12000,Agriculture,oui,44.2,15,+50935529612,19.72426,-72.22674,24
uuid:000370-acted,MEN-00490,Louis,Mirebalais,2026-01-21,ENQ03 Fabiola Cheri,5,14,9000 HTG,Nourriture,oui,26.0,16,+50936158805,,,46
uuid:000019-acted,MEN-00367,Fils-Aime,Cap-Haitien,03-25-2026,ENQ06 Josue Belizaire,4,1,"9,000",Nourriture,non,non collecte,21,+50934766565,,,30
uuid:000172-acted,MEN-00199,Casseus,Gonaïves,2026-03-12,ENQ05 Nadege Augustin,5,18,6000,Nourriture,oui,47.6,18,+50948987380,18.60422,-73.70529,25
uuid:000564-acted,MEN-00085,Etienne,Port-au-Prince,2026-02-04,ENQ01 Mirlande Delva,5,9,6000,Nourriture,non,43.8,8,+50939466792,19.3154,-72.83213,38
uuid:000513-acted,MEN-00538,Estime,Gonaive,2026-01-13,ENQ02 Kervens Sanon,5,13,9000,Nourriture,oui,44.0,25,50937,19.08878,-73.77727,24
uuid:000372-acted,MEN-01041,Michel,Leogane,19/01/2026,ENQ04 Wisly Dorvil,3,15,6000,Logement,non,36.8,10,+50939909847,18.53552,-72.6182,26
uuid:000099-acted,MEN-00496,Lherisson,st marc,2026-01-10,ENQ03 Fabiola Cheri,4,7,12000,Dette,oui,59.7,15,+50942940421,18.86495,-73.30206,22
uuid:000311-acted,MEN-00633,Duverger,SAINT MARC,14/01/2026,ENQ02 Kervens Sanon,4,0,12000,Education,oui,41.3,19,+50934012877,19.32075,-73.36983,21
uuid:000349-acted,MEN-00165,Augustin,Verrettes,2025-12-19,ENQ06 Josue Belizaire,4,15,6000,Logement,oui,52.3,9,+50939942709,18.48877,-72.74078,39
uuid:000263-acted,MEN-01111,Georges,Mirebalais,2026-03-27,ENQ05 Nadege Augustin,3,6,12000,Logement,oui,19.6,21,+50934949757,18.46501,-73.58996,27
uuid:000309-acted,MEN-00982,Fils-Aime,st marc,2025-11-04,ENQ04 Wisly Dorvil,4,11,7500,Sante,non,25.4,6,+50939184218,19.12912,-73.61201,31
uuid:000225-acted,MEN-00596,Georges,Leogane,2026-01-11,ENQ03 Fabiola Cheri,5,18,6000,Agriculture,oui,60.8,15,+50940145877,18.79955,-73.2127,31
uuid:000395-acted,MEN-01160,Saint-Fleur,Gros-Morne,2025-09-16,ENQ02 Kervens Sanon,2,4,9000,Nourriture,non,38.7,26,3712-4498,19.04819,-73.63754,31
uuid:000260-acted,MEN-00252,Saint-Fleur,Gros-Morne,2025-10-15,ENQ01 Mirlande Delva,4,8,12000,Nourriture,oui,64.5,13,+50944513245,18.79803,-72.64219,34
uuid:000551-acted,MEN-00545,Duverger,Mirebalais,2025-12-28,ENQ02 Kervens Sanon,4,12,9000,Nourriture,non,47.5,24,+50942375951,18.75882,-73.98323,30
uuid:000142-acted,MEN-00449,Duverger,Verrettes,09-02-2025,ENQ03 Fabiola Cheri,3,13,9000,Nourriture,oui,48.7,7,+50944510597,18.54479,-73.38404,34
uuid:000259-acted,MEN-00587,Noel,Mirebalais,2026-03-07,ENQ02 Kervens Sanon,3,9,9000,Nourriture,oui,20.5,8,+50935243156,19.56305,-73.82459,26
uuid:000322-acted,MEN-00857,Beauvoir,Leogane,2026-02-10,ENQ02 Kervens Sanon,4,10,9000,Nourriture,non,45.0,22,+509 37 12 44 98,18.45664,-74.04743,19
uuid:000245-acted,MEN-00912,Desir,Cap-Haitien,2025-12-04,ENQ01 Mirlande Delva,4,9,12000,Nourriture,oui,33.3,9,+50940840199,19.03854,-73.90027,23
uuid:000536-acted,MEN-01036,Joseph,Verrettes,2025-10-23,ENQ02 Kervens Sanon,3,4,6000,Sante,oui,44.7,13,+50930368760,18.62797,-72.50147,32
uuid:000144-acted,MEN-00518,Moise,Gros-Morne,2025-11-15,ENQ06 Josue Belizaire,3,10,,Dette,non,62.9,17,+50945753542,18.66932,-72.51929,34
uuid:000189-acted,MEN-00670,Louis,Mirebalais,2026-01-30,ENQ06 Josue Belizaire,tres satisfait,8,6000,Dette,oui,31.4,6,+50940907006,18.67228,-72.08287,22
uuid:000428-acted,MEN-00396,Noel,GONAIVES,2026-02-16,ENQ02 Kervens Sanon,3,7,6000,Logement,non,42.4,20,+50935815107,19.46526,-73.87888,30
uuid:000541-acted,MEN-00749,Georges,Cap-Haitien,12-23-2025,ENQ02 Kervens Sanon,4,9,7500,Agriculture,non,53.7,1,+50935495347,18.63057,-73.33021,5
uuid:000313-acted,MEN-01194,Toussaint,Port-au-Prince,2025-12-16,ENQ06 Josue Belizaire,3,6,9000,Sante,oui,15.6,26,+50931679168,19.27961,-72.7675,41
uuid:000066-acted,MEN-01204,DUVERGER,Mirebalais,2026-01-19,ENQ03 Fabiola Cheri,3,13,12000,Nourriture,oui,47.2,27,+50941947858,18.55671,-72.48282,24
uuid:000544-acted,MEN-00238,Louis,Mirebalais,12-21-2025,ENQ03 Fabiola Cheri,4,7,6000,Nourriture,non,34.3,16,+50932400550,18.59391,-72.63622,29
uuid:000103-acted,MEN-00995,Cheri,Mirebalais,2025-09-02,ENQ06 Josue Belizaire,4,12,12000,Sante,oui,999,14,+50949128268,18.43444,-72.11981,33
uuid:000206-acted,MEN-00856,Etienne,Gonaive,2025-10-04,ENQ04 Wisly Dorvil,2,12,9000,Nourriture,oui,999,2,+50936146515,18.74709,-72.94998,36
uuid:000316-acted,MEN-00180,Cheri,Verrettes,02-23-2026,ENQ05 Nadege Augustin,5,6,6000,Nourriture,oui,29.8,7,+50944108458,18.4874,-72.86498,21
uuid:000089-acted,MEN-00426,Saint-Fleur,Gonaive,2026-02-25,ENQ03 Fabiola Cheri,4,11,6000,Sante,oui,55.1,14,+50943145541,19.51729,-73.70922,33
